Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.921,5.937,5.953,5.969,5.979,5.941,5.881,5.825,5.76,5.684,5.624,5.565,5.482,5.402,5.325,5.195,5.13,5.007,4.888,4.808,4.775,4.698,4.62,4.565,4.516,4.432,4.399,4.311,4.222,4.132,4.045,3.959,3.877,3.799,3.723,3.651,3.582,3.514,3.446,3.383,3.35,3.303,3.217,3.122,3.046,2.958,2.864,2.784,2.718,2.673,2.603,2.536,2.467,2.406,2.306,2.287,2.273,2.2,2.177,2.109,2.051,2.031,..
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.417,149.385,149.209,148.552,148.623,151.004,152.563,155.038,154.484,153.396,152.163,154.814,156.177,157.879,155.834,152.156,149.66,137.853,137.546,144.883,145.341,149.661,148.568,145.902,144.93,143.129,142.136,125.57,130.778,130.494,122.287,128.465,128.913,123.529,124.343,122.403,114.425,111.706,110.369,104.382,100.704,99.575,93.536,86.914,73.229,55.703,47.951,45.112,48.306,41.494,39.222,36.935,34.535,33.962,34.643,22.432,20.025,20.42,19.275,17.701,17.278,17.234,..
India,IND,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,13.6,..,..,..,..,..,..,..,..,..,35.3,..,..,..,..,..,..,44.9,..,..,..,..,40.7,..,..,..,..,..,48.2,46.9,..,..,53,..,54.4,56.3,..,54.8,..,..,..,..,..,..,..,53.5,..,..,..,66.7,66.7,..
India,IND,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.2,..,..,..,..,..,42.3,42.5,..,..,..,..,..,45.5,..,52.3,..,..,..,..,..,81.4,..,81.4,..,..,..,..,89.4,..
India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,242.8,239.3,236.1,233.2,230.4,227.8,225.3,222.7,220.2,217.5,214.5,211.4,208.1,204.4,200.3,195.9,190.9,185.6,180.1,174.5,169,163.8,159,154.5,150.3,146.2,142.2,138.2,134.2,130.3,126.5,122.9,119.5,116.2,112.8,109.4,106,102.5,98.9,95.3,91.6,88,84.5,81.1,77.7,74.4,71.1,67.8,64.5,61.3,58.1,55,52,49.1,46.2,43.6,41,38.7,36.4,34.3,32.4,30.6,..
India,IND,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.5,..,52.8,51.3,..,..,..,..,38.4,..,45.3,..,..,..,..,..,..,43.5,..,..,..,..,..,..,..,29.4,36.3,..,33.4,..,..,31.5,..,..
India,IND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,10,24,32,42,56,43,51,59,67,72,66,55,53,56,56,57,56,60,64,68,69,70,72,78,82,84,83,83,85,87,88,90,93,95,89,89,..
India,IND,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,77.4137878417969,78.4039077758789,81.7357330322266,81.2151489257812,81.9049530029297,81.4225692749023,83.98291015625,80.2269134521484,80.0406723022461,81.3297729492188,82.5833969116211,83.4153823852539,85.4773101806641,87.3256225585938,87.4147262573242,89.602897644043,87.5405502319336,89.069221496582,92.2303009033203,91.6484298706055,91.3023223876953,91.7919235229492,93.3966522216797,94.3418807983398,93.6837615966797,93.1708984375,92.8254776000977,91.3076171875,91.824577331543,93.3239517211914,92.7808609008789,93.0848770141602,100.774139404297,..,..,..,107.923568725586,108.311706542969,106.916801452637,106.551513671875,103.955017089844,107.770881652832,102.517570495605,..,100.712768554688,100.254035949707,..,97.5932998657227,96.1171264648438,97.9693222045898,99.3927230834961,108.145172119141
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,23.6049194335938,23.9752101898193,24.3854808807373,..,25.1192302703857,25.3391799926758,25.9298706054688,26.3240795135498,..,28.5113906860352,29.9509792327881,31.4259300231934,33.3632316589355,34.688648223877,..,36.7133598327637,36.3184089660645,36.3846092224121,36.6050415039062,..,..,..,45.0090103149414,45.4297981262207,45.2833518981934,45.2715797424316,45.7969207763672,..,42.9011917114258,44.705810546875,44.9093208312988,46.7152404785156,49.1428909301758,50.757740020752,53.2971000671387,54.0812492370605,56.3115386962891,59.2412605285645,58.4031181335449,61.7925415039062,64.86328125,67.4561462402344,67.0827331542969,72.282470703125,72.0130081176758,73.2554779052734,71.920539855957,73.1147613525391,72.9614181518555,75.1089706420898,78.0632934570312,78.812614440918
India,IND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.578909993171692,0.582499980926514,0.592090010643005,..,0.599870026111603,0.603519976139069,0.607659995555878,0.600009977817535,..,0.610979974269867,0.618969976902008,0.615899980068207,0.640160024166107,0.627759993076324,..,0.657949984073639,0.668169975280762,0.677860021591187,0.675429999828339,..,..,..,0.740249991416931,0.753220021724701,0.754369974136353,0.762629985809326,0.775860011577606,..,0.796970009803772,0.802240014076233,0.809880018234253,0.830370008945465,0.915700018405914,..,..,..,0.942560017108917,0.967050015926361,0.989970028400421,0.989049971103668,0.998529970645905,1.00339996814728,1.03569304943085,1.03251755237579,1.03027153015137,1.03045177459717,1.08402001857758,1.01533448696136,1.01977431774139,1.00732743740082,0.991640269756317,..
India,IND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,..
India,IND,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,639380,643033,646686,650339,653992,657645,661298,664951,668604,672257,675910,677815,679720,681625,683530,685435,687340,689245,691150,693055,694960,697624,700288,702952,705616,708280,710944,713608,716272,718936,721600,724264,..
India,IND,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.47930598498439,3.47930689489956,3.47930689489956,3.4793065712489,3.4793065712489,4.39560904389773,4.39560904389773
India,IND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2793914246196,27.0864453665284,27.8934993084371,28.7005532503458,29.5076071922545,30.3146611341632,31.1217150760719,31.9287690179806,32.7358229598893,33.5428769017981,34.3499308437068,34.3955739972337,34.4412171507607,34.4868603042877,34.5325034578147,34.5781466113416,35.3416286307054,36.1051106500692,36.8685926694329,37.6320746887967,38.3955567081604,39.1590387275242,39.922510373444,40.6859958506224,41.4494847856155,42.2129668049793,43.2544598893499,44.2959529737206,45.3374460580913,43.2392600276625,43.4958333333333,43.7524066390041,44.008979944675,44.2655532503458,44.5221265560166,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,44.7786998616874,..,..
India,IND,Urban population growth (annual %),SP.URB.GROW,..,2.90544175212617,3.33790484134301,3.33030499646328,3.32822790967518,3.25189432080798,3.16874178637884,3.14586738313219,3.18088421316613,3.21015372127432,3.21726131315857,3.37925652778706,3.86469644167469,3.87175166729346,3.8815236778261,3.84990860184592,3.81340042301804,3.80559488235445,3.80288000513107,3.80618905859281,3.84086509078168,3.64751557445444,3.23820797275063,3.2350045343625,3.23792527950017,3.21822223527373,3.20394984780465,3.17436058011846,3.14648289697299,3.13015246948337,3.09292950298242,3.00204313641317,2.87029912975867,2.84132486628544,2.81188501838838,2.77669224503314,2.73760292767491,2.70299778766113,2.66886958951842,2.62823016605726,2.59867555250261,2.71157391943668,2.93770825491266,2.87888612843243,2.82462858995052,2.74625194074982,2.66029713783098,2.59963313831962,2.55287302199413,2.51230889183139,2.49274628981713,2.47403243101329,2.47033820164956,2.45726439138516,2.42384462717953,2.39405297719892,2.41309726336112,2.407475136258,2.35916997461045,2.31580198477658,2.26363455707273,2.125468465055,2.02467121722501
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,266.347982347441,266.505804692997,268.000140169353,272.302346549436,275.721350929594,280.526500584559,282.260531914017,279.897484458801,286.270000585088,287.036273644335,294.778366230046,299.338967383475,302.154647362203,307.646699751755,316.560001139339,320.504363748802,325.45782762355,335.755958291234,344.037188986742,351.212138119043,358.304036063303,363.771625426897,364.928679967077,371.359388822458,384.949469335657,389.063747986692,396.809196260616,398.735766900454,413.988636852103,416.083287462528,414.483430552776,419.354274824374,422.057098828078,437.133075721326,447.027936261479,463.39977792134,482.456440111541,499.038799581952,541.994376843597,558.786561604894,574.624111911931,595.062341209912,600.966036887893,630.900867833184,..,..,..,..,..,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.647451316293756,0.683086373096417,0.690074050365449,0.70313616671063,0.725622134896071,0.765189640436571,0.787231756113946,0.817360076229187,0.818720963289576,0.866242338513132,0.885077949226179,0.883746998008724,0.897242648505059,0.905456601736005,0.955470157428994,0.984261472618751,1.03653392155165,1.1235994817209,1.18036124666151,1.27887360284089,1.33803383522422,1.39687849773199,1.49820412282441,1.52767440026001,1.64246527737333,1.63132348717228,1.63991401876928,1.70492672078233,1.79559529858433,1.75253436625037,1.57609323191648,..,..
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,97.4071580152349,100.003779266455,100.406389295402,103.835854845252,114.48151944199,124.158475517339,126.396833781334,136.168978069718,136.089864304309,142.139732152272,152.415036395634,158.765561913971,166.487772077772,184.248122293753,194.556283380377,209.044230344839,221.291444986453,241.102127681118,258.041936425516,272.946647217541,291.662528225303,305.013128465951,320.914971418235,341.35405246045,358.629560258791,359.481085908426,374.947411556112,385.126966761305,391.119633714118,392.510175745406,392.360903573464,408.776900626416,428.213284527025,448.972015525718,465.176677304081,506.222508618557,538.786595949405,558.426753458539,595.605655832676,637.125844225376,692.779356959802,718.295946185698,758.110675158719,797.349232010839,..,..,..,..,..,..,..,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883846.9303,39232435753.0422,42161481824.7743,48421923420.8701,56480289896.3705,59554854575.8085,45865462034.2857,50134942160.5497,53085455824.6593,58447994966.6784,62422483000.5672,67351407965.1281,71463193831.0092,85515269585.4,99525899116.054,98472796456.884,102717164466.397,121486645611.522,137300295313.3,152991653793.77,186325345086.661,193491373249.4,200715633588.789,218262154670.612,212157639237.202,232511561180.057,248985994042.212,279033584092.223,296589677725.074,296042058867.01,320979026420.035,270105341879.226,288208066640.584,279295644530.09,327275583539.559,360281907854.994,392896860670.885,415867567334.185,421351318896.874,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216736448906.29,1198895147694.77,1341888016988.57,1675615502766.2,1823051829894.55,1827637579584.79,1856721494834.64,2039126469963.35,2103588347241.77,2294796889945.04,2651474263257.15,2702929639861.5,2835606242052.48,2671595389575.7,3150306834279.65,3385089881935.39
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.72274253311053,2.93112773548363,5.99435326188559,7.45295012250209,-2.63577011020728,-0.0553287704537979,7.82596303082235,3.38792917634143,6.53970029928357,5.15722973718955,1.64293037527582,-0.553301305344547,3.29552113471652,1.18533625466961,9.14991201570659,1.66310363813034,7.25476458760367,5.71253208869331,-5.23818270446218,6.7358215288198,6.00620362601497,3.47573323969961,7.28889290305703,3.82073785610604,5.25429922311382,4.77656416847516,3.96535563481719,9.62778291607844,5.94734333181324,5.53345456125301,1.05683143336988,5.48239602167047,4.75077621965234,6.65892406734025,7.57449184032379,7.5495222488198,4.0498208490926,6.18441582090618,8.84575556105509,3.84099115681285,4.82396626390641,3.8039753213758,7.86038147553259,7.92293661286503,7.92343062149763,8.06073257303272,7.66081506504928,3.08669805953289,7.86188883303498,8.49758470158106,5.24131500140663,5.45638875297365,6.38610640094825,7.41022760508854,7.99625378571471,8.25630550179086,6.79538341897911,6.45385134497769,3.87143694070356,-5.83105322031207,9.05027790774051,7.00295154446648
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,2.14542764709287,4.40561672938829,8.35362388701878,8.55167696512851,8.30036940764349,13.2707065585617,8.61620471048464,2.41538358508238,3.34336433815,1.56224348305101,5.32484105974427,10.8396026933477,17.8297156461391,16.6675157342338,-1.64868155114249,5.98185934107545,5.63722933776643,2.46028232008,15.7280432071614,11.508320807462,10.8275819794853,8.09586310062346,8.55285960224113,7.92323284822739,7.19378544452942,6.78940045356175,9.32789330598244,8.23251536870477,8.43680886909797,10.6683038500875,13.7518189426722,8.96515236042887,9.86178285277913,9.98004477517911,9.06270222047438,7.57501828808442,6.47627126306148,8.0101675232066,3.06839552078171,3.64497016112819,3.21561601745069,3.71568377652814,3.86779808617059,5.72541322746282,5.62190326268404,8.40093821713963,6.94441825372725,9.19396962626338,7.04036543496747,10.5260308561853,8.73358014404614,7.93438627031915,6.1865039792641,3.33175691706154,2.27958810849833,3.23797495080767,3.96925793352338,3.88424027196663,2.40551716106513,4.74654893260742,8.53852548128178,8.3182112923365
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.7413351235587,41.0924821983426,39.0659687962443,39.8253516773195,41.3437167112138,39.3846972551206,40.3516512370015,42.7515580249536,42.0860273766471,41.5849235839232,40.2896134621907,38.6333911913807,38.6268263019975,41.6038246201105,38.8780587034109,35.9969148409303,34.3120367117779,35.7771442643263,34.2739627109955,32.8255300200728,34.4088678062345,33.2976974188079,32.3267496865056,32.6065348775622,31.3805304117853,29.7181383564993,28.6411462697276,27.9723784011745,28.7698223693608,27.8396057996888,27.5848881365411,27.6627054102247,26.8969194477949,27.0545587671255,26.5199375742578,24.4575477894495,25.199306058679,24.2486745051203,24.1804515489486,22.9725618865025,21.6110620462091,21.6188848861438,19.5345432711113,19.5919979784953,17.8146906487994,17.6202069549809,16.8094420943591,16.7501197597911,16.7909423598037,16.7442701565521,17.0265090139755,17.1919735574426,16.8453770626131,17.1484235435478,16.7919345145841,16.1745081066222,16.3638005613732,16.5583314047028,16.0316306863431,16.7555683032837,18.635531272019,17.3262632465423,16.6183527742932
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.8343434545716,21.4348439741111,22.0526001363748,21.8794758332279,20.9552885443107,21.6551050738054,21.3866171713485,20.089442878816,20.6271156642435,21.4174846344817,21.7293092919549,22.3920079066295,22.4080025875816,21.3482302903111,22.6756933966727,23.201252076254,24.480523415356,24.4002625422792,25.3244196137718,25.9922062250303,25.3362458953649,26.1029192063254,26.149804786646,26.2988432863343,26.7391386534274,26.6290712211673,26.7308358205169,26.6992365167194,26.7115838158166,27.5509934814251,27.4536954957201,26.4417201769254,26.7927432696344,26.7815542820739,27.628201246504,28.599809423728,27.9122703698412,27.83703076259,27.3030378516024,26.5192933488596,27.3258283772087,26.4877773440307,27.6606541610101,27.4741071212972,29.219106305293,29.5337641916264,30.9272399436779,30.90323825115,31.1367192407735,31.1213721113498,30.725078228098,30.1616797630407,29.3985276906575,28.4048995601136,27.6564012029651,27.34739147794,26.6189999400439,26.5000166467144,26.412091901691,24.5914753077056,25.0202542440988,26.0713492932602,25.6208066930625
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.46315645554752,4.30358618999823,4.16897528321772,4.28050338490125,3.72555117263129,3.30747278088062,4.14255065953483,4.03444499534157,4.03877100579767,3.71384282048158,3.78282506202996,3.66720521706169,4.02748926155276,4.20876319232872,4.83132100337,5.64706215785578,6.68651286166981,6.38317181373801,6.3148252345082,6.74963815730053,6.13955113216183,5.93602662657806,5.98329984863978,5.83762942427856,6.28340139288612,5.25455499628708,5.19622166035989,5.60458088400396,6.03521975491128,7.01613027794311,7.05335023414457,8.49424077053547,8.84292692502088,9.83421745486326,9.88808491615672,10.8439680348823,10.3851692716063,10.6907173181022,11.018469179248,11.4520646128009,12.9972363111656,12.5583796339108,14.2643839244292,14.9479138582269,17.8591249630479,19.6052466949414,21.2679414220966,20.7996997489457,24.0973572601391,20.4005193744525,22.4009332488238,24.5404113195713,24.5344306564341,25.430861300519,22.9679630081172,19.8131891564045,19.1582349105946,18.7917648392982,19.9278285988562,18.664264897257,18.705247356868,21.5143885990188,22.4494377646999
